onset	duration	sample	value	event_code	feedback
0	n/a	0	break cnt	break cnt	n/a
31.368	n/a	15684	contrastChangeB2_start	95	n/a
37.142	n/a	18571	contrastTrial_start	5	n/a
39.94	n/a	19970	left_target	8	n/a
41.82	n/a	20910	left_buttonPress	12	smiley_face
42.34	n/a	21170	contrastTrial_start	5	n/a
45.14	n/a	22570	right_target	9	n/a
46.78	n/a	23390	right_buttonPress	13	smiley_face
47.54	n/a	23770	contrastTrial_start	5	n/a
53.54	n/a	26770	left_target	8	n/a
54.7	n/a	27350	left_buttonPress	12	smiley_face
55.94	n/a	27970	contrastTrial_start	5	n/a
61.94	n/a	30970	right_target	9	n/a
63.58	n/a	31790	right_buttonPress	13	smiley_face
64.34	n/a	32170	contrastTrial_start	5	n/a
70.34	n/a	35170	left_target	8	n/a
71.78	n/a	35890	left_buttonPress	12	smiley_face
72.74	n/a	36370	contrastTrial_start	5	n/a
77.14	n/a	38570	right_target	9	n/a
78.59	n/a	39295	right_buttonPress	13	smiley_face
79.54	n/a	39770	contrastTrial_start	5	n/a
85.54	n/a	42770	right_target	9	n/a
87.07	n/a	43535	right_buttonPress	13	smiley_face
87.94	n/a	43970	contrastTrial_start	5	n/a
90.74	n/a	45370	left_target	8	n/a
92.5	n/a	46250	right_buttonPress	13	sad_face
93.14	n/a	46570	contrastTrial_start	5	n/a
93.62	n/a	46810	left_buttonPress	12	non_target
99.14	n/a	49570	left_target	8	n/a
100.56	n/a	50280	left_buttonPress	12	smiley_face
101.54	n/a	50770	contrastTrial_start	5	n/a
105.94	n/a	52970	left_target	8	n/a
107.29	n/a	53645	left_buttonPress	12	smiley_face
108.34	n/a	54170	contrastTrial_start	5	n/a
112.74	n/a	56370	left_target	8	n/a
114.49	n/a	57245	left_buttonPress	12	smiley_face
115.14	n/a	57570	contrastTrial_start	5	n/a
117.94	n/a	58970	left_target	8	n/a
119.322	n/a	59661	left_buttonPress	12	smiley_face
120.342	n/a	60171	contrastTrial_start	5	n/a
124.742	n/a	62371	right_target	9	n/a
125.692	n/a	62846	right_buttonPress	13	smiley_face
127.142	n/a	63571	contrastTrial_start	5	n/a
133.142	n/a	66571	right_target	9	n/a
133.412	n/a	66706	right_buttonPress	13	smiley_face
135.542	n/a	67771	contrastTrial_start	5	n/a
139.942	n/a	69971	left_target	8	n/a
140.962	n/a	70481	left_buttonPress	12	smiley_face
142.342	n/a	71171	contrastTrial_start	5	n/a
148.342	n/a	74171	left_target	8	n/a
149.322	n/a	74661	right_buttonPress	13	sad_face
149.692	n/a	74846	left_buttonPress	12	non_target
150.492	n/a	75246	left_buttonPress	12	non_target
150.742	n/a	75371	contrastTrial_start	5	n/a
155.142	n/a	77571	left_target	8	n/a
156.422	n/a	78211	left_buttonPress	12	smiley_face
157.542	n/a	78771	contrastTrial_start	5	n/a
160.342	n/a	80171	left_target	8	n/a
161.262	n/a	80631	left_buttonPress	12	smiley_face
162.742	n/a	81371	contrastTrial_start	5	n/a
165.542	n/a	82771	right_target	9	n/a
166.832	n/a	83416	right_buttonPress	13	smiley_face
167.942	n/a	83971	contrastTrial_start	5	n/a
170.742	n/a	85371	right_target	9	n/a
171.872	n/a	85936	right_buttonPress	13	smiley_face
173.142	n/a	86571	contrastTrial_start	5	n/a
173.972	n/a	86986	left_buttonPress	12	non_target
177.542	n/a	88771	right_target	9	n/a
178.332	n/a	89166	right_buttonPress	13	smiley_face
179.912	n/a	89956	right_buttonPress	13	non_target
179.942	n/a	89971	contrastTrial_start	5	n/a
182.722	n/a	91361	right_buttonPress	13	non_target
182.742	n/a	91371	right_target	9	n/a
185.142	n/a	92571	contrastTrial_start	5	n/a
189.542	n/a	94771	right_target	9	n/a
189.662	n/a	94831	right_buttonPress	13	smiley_face
191.942	n/a	95971	contrastTrial_start	5	n/a
194.462	n/a	97231	right_buttonPress	13	non_target
197.942	n/a	98971	right_target	9	n/a
200.344	n/a	100172	contrastTrial_start	5	n/a
206.784	n/a	103392	break cnt	break cnt	n/a
235.342	n/a	117671	9999	9999	n/a
